,seed,nodes,constrained,method_OL,method_OA,method_NO,component,B_est,B_real
1495,71,1500,0,1,0,0,4,1.1822742,1.0
1496,71,1500,0,1,0,0,5,-0.8499015,-1.0
1497,71,1500,0,1,0,0,6,0.9272339,1.0
1498,71,1500,0,1,0,0,7,0.0014742687,0.0
1499,71,1500,0,1,0,0,8,-1.1163205,-1.0
1500,71,1500,0,1,0,0,9,-0.24920204,0.0
1501,71,1500,0,1,0,0,10,0.6106571,1.0
1502,71,1500,0,1,0,0,11,-1.409328,-1.0
1503,71,1500,0,1,0,0,12,-4.4033446,-4.0
1504,71,1500,0,1,0,0,13,-0.36431447,0.0
1505,71,1500,0,1,0,0,14,3.572866,4.0
1506,71,1500,0,1,0,0,15,-0.45782995,0.0
1507,71,1500,0,1,0,0,16,-4.4425144,-4.0
1508,71,1500,0,1,0,0,17,3.463402,4.0
1509,71,1500,0,1,0,0,18,5.4308147,5.0
1510,71,1500,0,1,0,0,19,5.409679,5.0
1511,71,1500,0,1,0,0,20,3.4926183,3.0
1512,72,1500,0,1,0,0,0,1.0898632,1.0
1513,72,1500,0,1,0,0,1,0.030444928,0.0
1514,72,1500,0,1,0,0,2,-0.8463629,-1.0
1515,72,1500,0,1,0,0,3,0.0424488,0.0
1516,72,1500,0,1,0,0,4,1.0361207,1.0
1517,72,1500,0,1,0,0,5,-0.9569427,-1.0
1518,72,1500,0,1,0,0,6,0.8208699,1.0
1519,72,1500,0,1,0,0,7,-0.14526623,0.0
1520,72,1500,0,1,0,0,8,-1.2435948,-1.0
1521,72,1500,0,1,0,0,9,-0.07774234,0.0
1522,72,1500,0,1,0,0,10,0.96267444,1.0
1523,72,1500,0,1,0,0,11,-1.0333478,-1.0
1524,72,1500,0,1,0,0,12,-4.155564,-4.0
1525,72,1500,0,1,0,0,13,-0.26170158,0.0
1526,72,1500,0,1,0,0,14,3.8391974,4.0
1527,72,1500,0,1,0,0,15,-0.08689246,0.0
1528,72,1500,0,1,0,0,16,-4.0732574,-4.0
1529,72,1500,0,1,0,0,17,4.0046306,4.0
1530,72,1500,0,1,0,0,18,5.148525,5.0
1531,72,1500,0,1,0,0,19,5.1720243,5.0
1532,72,1500,0,1,0,0,20,3.0900965,3.0
1533,73,1500,0,1,0,0,0,0.8503206,1.0
1534,73,1500,0,1,0,0,1,-0.14963254,0.0
1535,73,1500,0,1,0,0,2,-1.1942704,-1.0
1536,73,1500,0,1,0,0,3,0.15142176,0.0
1537,73,1500,0,1,0,0,4,1.1116806,1.0
1538,73,1500,0,1,0,0,5,-0.8853557,-1.0
1539,73,1500,0,1,0,0,6,1.1424682,1.0
1540,73,1500,0,1,0,0,7,0.17128316,0.0
1541,73,1500,0,1,0,0,8,-0.8378036,-1.0
1542,73,1500,0,1,0,0,9,-0.28958783,0.0
1543,73,1500,0,1,0,0,10,0.7382219,1.0
1544,73,1500,0,1,0,0,11,-1.2639892,-1.0
1545,73,1500,0,1,0,0,12,-4.124375,-4.0
1546,73,1500,0,1,0,0,13,-0.06714328,0.0
1547,73,1500,0,1,0,0,14,3.834374,4.0
1548,73,1500,0,1,0,0,15,-0.21744308,0.0
1549,73,1500,0,1,0,0,16,-4.251111,-4.0
1550,73,1500,0,1,0,0,17,3.7162445,4.0
1551,73,1500,0,1,0,0,18,5.1571035,5.0
1552,73,1500,0,1,0,0,19,5.1461687,5.0
1553,73,1500,0,1,0,0,20,3.211968,3.0
1554,74,1500,0,1,0,0,0,1.2139229,1.0
1555,74,1500,0,1,0,0,1,0.19036314,0.0
1556,74,1500,0,1,0,0,2,-0.80145717,-1.0
1557,74,1500,0,1,0,0,3,0.26730746,0.0
1558,74,1500,0,1,0,0,4,1.2425871,1.0
1559,74,1500,0,1,0,0,5,-0.7682057,-1.0
1560,74,1500,0,1,0,0,6,1.0940429,1.0
1561,74,1500,0,1,0,0,7,0.071725115,0.0
1562,74,1500,0,1,0,0,8,-0.9012733,-1.0
1563,74,1500,0,1,0,0,9,0.07581316,0.0
1564,74,1500,0,1,0,0,10,1.0125551,1.0
1565,74,1500,0,1,0,0,11,-0.92906404,-1.0
1566,74,1500,0,1,0,0,12,-3.379689,-4.0
1567,74,1500,0,1,0,0,13,0.4668215,0.0
1568,74,1500,0,1,0,0,14,4.641817,4.0
1569,74,1500,0,1,0,0,15,0.74441934,0.0
1570,74,1500,0,1,0,0,16,-3.4912198,-4.0
1571,74,1500,0,1,0,0,17,4.719665,4.0
1572,74,1500,0,1,0,0,18,4.2876053,5.0
1573,74,1500,0,1,0,0,19,4.4729533,5.0
1574,74,1500,0,1,0,0,20,2.3075964,3.0
1575,75,1500,0,1,0,0,0,1.3552908,1.0
1576,75,1500,0,1,0,0,1,0.2846026,0.0
1577,75,1500,0,1,0,0,2,-0.7211553,-1.0
1578,75,1500,0,1,0,0,3,0.21044795,0.0
1579,75,1500,0,1,0,0,4,1.231417,1.0
1580,75,1500,0,1,0,0,5,-0.84808993,-1.0
1581,75,1500,0,1,0,0,6,0.6181044,1.0
1582,75,1500,0,1,0,0,7,-0.29556197,0.0
1583,75,1500,0,1,0,0,8,-1.3166935,-1.0
1584,75,1500,0,1,0,0,9,-0.04093206,0.0
1585,75,1500,0,1,0,0,10,0.9040592,1.0
1586,75,1500,0,1,0,0,11,-0.99830043,-1.0
1587,75,1500,0,1,0,0,12,-3.8277934,-4.0
1588,75,1500,0,1,0,0,13,0.18146713,0.0
1589,75,1500,0,1,0,0,14,4.1395993,4.0
1590,75,1500,0,1,0,0,15,0.26782727,0.0
1591,75,1500,0,1,0,0,16,-3.8067346,-4.0
1592,75,1500,0,1,0,0,17,4.20759,4.0
1593,75,1500,0,1,0,0,18,4.7618465,5.0
1594,75,1500,0,1,0,0,19,4.7967644,5.0
1595,75,1500,0,1,0,0,20,2.8057914,3.0
1596,76,1500,0,1,0,0,0,1.3663284,1.0
1597,76,1500,0,1,0,0,1,0.43650255,0.0
1598,76,1500,0,1,0,0,2,-0.6359049,-1.0
1599,76,1500,0,1,0,0,3,-0.16626172,0.0
1600,76,1500,0,1,0,0,4,0.7567251,1.0
1601,76,1500,0,1,0,0,5,-1.1875136,-1.0
1602,76,1500,0,1,0,0,6,0.73091865,1.0
1603,76,1500,0,1,0,0,7,-0.31439117,0.0
1604,76,1500,0,1,0,0,8,-1.2438742,-1.0
1605,76,1500,0,1,0,0,9,0.34602052,0.0
1606,76,1500,0,1,0,0,10,1.4256569,1.0
1607,76,1500,0,1,0,0,11,-0.62449586,-1.0
1608,76,1500,0,1,0,0,12,-3.47581,-4.0
1609,76,1500,0,1,0,0,13,0.50528574,0.0
1610,76,1500,0,1,0,0,14,4.5442696,4.0
1611,76,1500,0,1,0,0,15,0.51488215,0.0
1612,76,1500,0,1,0,0,16,-3.5599146,-4.0
1613,76,1500,0,1,0,0,17,4.5114713,4.0
1614,76,1500,0,1,0,0,18,4.507571,5.0
1615,76,1500,0,1,0,0,19,4.523071,5.0
1616,76,1500,0,1,0,0,20,2.4848397,3.0
1617,77,1500,0,1,0,0,0,0.92071414,1.0
1618,77,1500,0,1,0,0,1,-0.20677465,0.0
1619,77,1500,0,1,0,0,2,-1.2116455,-1.0
1620,77,1500,0,1,0,0,3,0.4663172,0.0
1621,77,1500,0,1,0,0,4,1.4118856,1.0
1622,77,1500,0,1,0,0,5,-0.5830222,-1.0
1623,77,1500,0,1,0,0,6,1.1520875,1.0
1624,77,1500,0,1,0,0,7,0.2833346,0.0
1625,77,1500,0,1,0,0,8,-0.7468608,-1.0
1626,77,1500,0,1,0,0,9,-0.40571532,0.0
1627,77,1500,0,1,0,0,10,0.64694273,1.0
1628,77,1500,0,1,0,0,11,-1.355032,-1.0
1629,77,1500,0,1,0,0,12,-3.6468296,-4.0
1630,77,1500,0,1,0,0,13,0.31347823,0.0
1631,77,1500,0,1,0,0,14,4.2654943,4.0
1632,77,1500,0,1,0,0,15,0.25320596,0.0
1633,77,1500,0,1,0,0,16,-3.7657416,-4.0
1634,77,1500,0,1,0,0,17,4.2213564,4.0
1635,77,1500,0,1,0,0,18,4.774337,5.0
1636,77,1500,0,1,0,0,19,4.7840333,5.0
1637,77,1500,0,1,0,0,20,2.8242419,3.0
1638,78,1500,0,1,0,0,0,1.2403038,1.0
1639,78,1500,0,1,0,0,1,0.37514952,0.0
1640,78,1500,0,1,0,0,2,-0.69719946,-1.0
1641,78,1500,0,1,0,0,3,-0.15910673,0.0
1642,78,1500,0,1,0,0,4,0.8808966,1.0
1643,78,1500,0,1,0,0,5,-1.1580245,-1.0
1644,78,1500,0,1,0,0,6,0.7393314,1.0
1645,78,1500,0,1,0,0,7,-0.44404966,0.0
1646,78,1500,0,1,0,0,8,-1.2405919,-1.0
1647,78,1500,0,1,0,0,9,0.26744986,0.0
1648,78,1500,0,1,0,0,10,1.1988739,1.0
1649,78,1500,0,1,0,0,11,-0.6404708,-1.0
1650,78,1500,0,1,0,0,12,-4.113426,-4.0
1651,78,1500,0,1,0,0,13,-0.19408007,0.0
1652,78,1500,0,1,0,0,14,4.064718,4.0
1653,78,1500,0,1,0,0,15,0.18689638,0.0
1654,78,1500,0,1,0,0,16,-3.8925195,-4.0
1655,78,1500,0,1,0,0,17,4.3997703,4.0
1656,78,1500,0,1,0,0,18,4.953547,5.0
1657,78,1500,0,1,0,0,19,5.0266423,5.0
1658,78,1500,0,1,0,0,20,2.7385,3.0
1659,79,1500,0,1,0,0,0,1.0482934,1.0
1660,79,1500,0,1,0,0,1,0.18235353,0.0
1661,79,1500,0,1,0,0,2,-0.877042,-1.0
1662,79,1500,0,1,0,0,3,0.015572695,0.0
1663,79,1500,0,1,0,0,4,1.1211479,1.0
1664,79,1500,0,1,0,0,5,-0.9360133,-1.0
1665,79,1500,0,1,0,0,6,0.92751044,1.0
1666,79,1500,0,1,0,0,7,-0.18459682,0.0
1667,79,1500,0,1,0,0,8,-1.1699705,-1.0
1668,79,1500,0,1,0,0,9,-0.03815631,0.0
1669,79,1500,0,1,0,0,10,0.9203123,1.0
1670,79,1500,0,1,0,0,11,-1.0791268,-1.0
1671,79,1500,0,1,0,0,12,-4.266723,-4.0
1672,79,1500,0,1,0,0,13,-0.27380234,0.0
1673,79,1500,0,1,0,0,14,3.628124,4.0
1674,79,1500,0,1,0,0,15,-0.24991955,0.0
1675,79,1500,0,1,0,0,16,-4.1710525,-4.0
1676,79,1500,0,1,0,0,17,3.7040675,4.0
1677,79,1500,0,1,0,0,18,5.231604,5.0
1678,79,1500,0,1,0,0,19,5.1761155,5.0
1679,79,1500,0,1,0,0,20,3.2918775,3.0
1680,80,1500,0,1,0,0,0,0.6114073,1.0
1681,80,1500,0,1,0,0,1,-0.2737111,0.0
1682,80,1500,0,1,0,0,2,-1.27501,-1.0
1683,80,1500,0,1,0,0,3,-0.48278537,0.0
1684,80,1500,0,1,0,0,4,0.5201077,1.0
1685,80,1500,0,1,0,0,5,-1.480675,-1.0
1686,80,1500,0,1,0,0,6,1.3575871,1.0
1687,80,1500,0,1,0,0,7,0.21288608,0.0
1688,80,1500,0,1,0,0,8,-0.7666384,-1.0
1689,80,1500,0,1,0,0,9,0.6401327,0.0
1690,80,1500,0,1,0,0,10,1.6112039,1.0
1691,80,1500,0,1,0,0,11,-0.36638984,-1.0
1692,80,1500,0,1,0,0,12,-4.1514125,-4.0
1693,80,1500,0,1,0,0,13,-0.2818708,0.0
1694,80,1500,0,1,0,0,14,3.8002946,4.0
1695,80,1500,0,1,0,0,15,-0.014602163,0.0
1696,80,1500,0,1,0,0,16,-4.0893836,-4.0
1697,80,1500,0,1,0,0,17,3.972237,4.0
1698,80,1500,0,1,0,0,18,4.9774675,5.0
1699,80,1500,0,1,0,0,19,5.070329,5.0
1700,80,1500,0,1,0,0,20,3.001163,3.0
1701,81,1500,0,1,0,0,0,1.2074032,1.0
1702,81,1500,0,1,0,0,1,0.29368722,0.0
1703,81,1500,0,1,0,0,2,-0.85342914,-1.0
1704,81,1500,0,1,0,0,3,-0.063076764,0.0
1705,81,1500,0,1,0,0,4,0.89825016,1.0
1706,81,1500,0,1,0,0,5,-1.0075041,-1.0
1707,81,1500,0,1,0,0,6,0.8139757,1.0
1708,81,1500,0,1,0,0,7,-0.3154072,0.0
1709,81,1500,0,1,0,0,8,-1.1170493,-1.0
1710,81,1500,0,1,0,0,9,-0.13973375,0.0
1711,81,1500,0,1,0,0,10,0.8303508,1.0
1712,81,1500,0,1,0,0,11,-1.2000141,-1.0
1713,81,1500,0,1,0,0,12,-4.161607,-4.0
1714,81,1500,0,1,0,0,13,-0.26666084,0.0
1715,81,1500,0,1,0,0,14,3.9071195,4.0
1716,81,1500,0,1,0,0,15,-0.30929834,0.0
1717,81,1500,0,1,0,0,16,-4.4370956,-4.0
1718,81,1500,0,1,0,0,17,3.7014537,4.0
1719,81,1500,0,1,0,0,18,5.2769456,5.0
1720,81,1500,0,1,0,0,19,5.4167204,5.0
1721,81,1500,0,1,0,0,20,3.2528164,3.0
1722,82,1500,0,1,0,0,0,1.4088415,1.0
1723,82,1500,0,1,0,0,1,0.35562855,0.0
1724,82,1500,0,1,0,0,2,-0.5881984,-1.0
1725,82,1500,0,1,0,0,3,0.037732963,0.0
1726,82,1500,0,1,0,0,4,0.9754752,1.0
1727,82,1500,0,1,0,0,5,-1.0088351,-1.0
1728,82,1500,0,1,0,0,6,0.559093,1.0
1729,82,1500,0,1,0,0,7,-0.42296457,0.0
1730,82,1500,0,1,0,0,8,-1.4120139,-1.0
1731,82,1500,0,1,0,0,9,-0.021690354,0.0
1732,82,1500,0,1,0,0,10,1.0056263,1.0
1733,82,1500,0,1,0,0,11,-0.94272226,-1.0
1734,82,1500,0,1,0,0,12,-4.062827,-4.0
1735,82,1500,0,1,0,0,13,-0.20194732,0.0
1736,82,1500,0,1,0,0,14,4.055577,4.0
1737,82,1500,0,1,0,0,15,-0.1007196,0.0
1738,82,1500,0,1,0,0,16,-4.2148194,-4.0
1739,82,1500,0,1,0,0,17,4.02134,4.0
1740,82,1500,0,1,0,0,18,5.064966,5.0
1741,82,1500,0,1,0,0,19,5.1837707,5.0
1742,82,1500,0,1,0,0,20,2.94171,3.0
1743,83,1500,0,1,0,0,0,0.72474337,1.0
1744,83,1500,0,1,0,0,1,-0.20352755,0.0
1745,83,1500,0,1,0,0,2,-1.3185257,-1.0
1746,83,1500,0,1,0,0,3,0.15270936,0.0
1747,83,1500,0,1,0,0,4,1.1169717,1.0
1748,83,1500,0,1,0,0,5,-0.8409522,-1.0
1749,83,1500,0,1,0,0,6,1.3133353,1.0
1750,83,1500,0,1,0,0,7,0.24824831,0.0
1751,83,1500,0,1,0,0,8,-0.5377797,-1.0
1752,83,1500,0,1,0,0,9,-0.23364286,0.0
1753,83,1500,0,1,0,0,10,0.8366939,1.0
1754,83,1500,0,1,0,0,11,-1.1282735,-1.0
1755,83,1500,0,1,0,0,12,-3.923902,-4.0
1756,83,1500,0,1,0,0,13,0.095668055,0.0
1757,83,1500,0,1,0,0,14,4.32604,4.0
1758,83,1500,0,1,0,0,15,-0.09051663,0.0
1759,83,1500,0,1,0,0,16,-4.049222,-4.0
1760,83,1500,0,1,0,0,17,4.12613,4.0
1761,83,1500,0,1,0,0,18,5.0245295,5.0
1762,83,1500,0,1,0,0,19,4.98802,5.0
1763,83,1500,0,1,0,0,20,2.774213,3.0
1764,84,1500,0,1,0,0,0,0.63052106,1.0
1765,84,1500,0,1,0,0,1,-0.41686398,0.0
1766,84,1500,0,1,0,0,2,-1.3946512,-1.0
1767,84,1500,0,1,0,0,3,-0.29051003,0.0
1768,84,1500,0,1,0,0,4,0.5939014,1.0
1769,84,1500,0,1,0,0,5,-1.2599556,-1.0
1770,84,1500,0,1,0,0,6,1.0091683,1.0
1771,84,1500,0,1,0,0,7,0.030626763,0.0
1772,84,1500,0,1,0,0,8,-0.99052644,-1.0
1773,84,1500,0,1,0,0,9,-0.18592928,0.0
1774,84,1500,0,1,0,0,10,0.8746683,1.0
1775,84,1500,0,1,0,0,11,-1.2310251,-1.0
1776,84,1500,0,1,0,0,12,-4.8424006,-4.0
1777,84,1500,0,1,0,0,13,-0.9690418,0.0
1778,84,1500,0,1,0,0,14,3.0668898,4.0
1779,84,1500,0,1,0,0,15,-1.0288574,0.0
1780,84,1500,0,1,0,0,16,-5.186204,-4.0
1781,84,1500,0,1,0,0,17,2.8856328,4.0
1782,84,1500,0,1,0,0,18,5.9879827,5.0
1783,84,1500,0,1,0,0,19,6.1173353,5.0
1784,84,1500,0,1,0,0,20,4.0663633,3.0
1785,85,1500,0,1,0,0,0,0.63017565,1.0
1786,85,1500,0,1,0,0,1,-0.25712624,0.0
1787,85,1500,0,1,0,0,2,-1.345961,-1.0
1788,85,1500,0,1,0,0,3,-0.2905907,0.0
1789,85,1500,0,1,0,0,4,0.6992024,1.0
1790,85,1500,0,1,0,0,5,-1.2694242,-1.0
1791,85,1500,0,1,0,0,6,1.6964092,1.0
1792,85,1500,0,1,0,0,7,0.55442876,0.0
1793,85,1500,0,1,0,0,8,-0.35778946,-1.0
1794,85,1500,0,1,0,0,9,0.4320596,0.0
1795,85,1500,0,1,0,0,10,1.4517573,1.0
1796,85,1500,0,1,0,0,11,-0.5874922,-1.0
1797,85,1500,0,1,0,0,12,-3.7103906,-4.0
1798,85,1500,0,1,0,0,13,0.21233113,0.0
1799,85,1500,0,1,0,0,14,4.2295117,4.0
1800,85,1500,0,1,0,0,15,-0.012894887,0.0
1801,85,1500,0,1,0,0,16,-4.0035415,-4.0
1802,85,1500,0,1,0,0,17,3.9470847,4.0
1803,85,1500,0,1,0,0,18,4.682056,5.0
1804,85,1500,0,1,0,0,19,4.724823,5.0
1805,85,1500,0,1,0,0,20,2.7344947,3.0
1806,86,1500,0,1,0,0,0,1.1894842,1.0
1807,86,1500,0,1,0,0,1,0.35974544,0.0
1808,86,1500,0,1,0,0,2,-0.73482186,-1.0
1809,86,1500,0,1,0,0,3,0.017803267,0.0
1810,86,1500,0,1,0,0,4,1.1342884,1.0
1811,86,1500,0,1,0,0,5,-0.9527008,-1.0
1812,86,1500,0,1,0,0,6,0.8463931,1.0
1813,86,1500,0,1,0,0,7,-0.3147402,0.0
1814,86,1500,0,1,0,0,8,-1.1783924,-1.0
1815,86,1500,0,1,0,0,9,0.078231186,0.0
1816,86,1500,0,1,0,0,10,0.9942764,1.0
1817,86,1500,0,1,0,0,11,-0.90396434,-1.0
1818,86,1500,0,1,0,0,12,-3.8675892,-4.0
1819,86,1500,0,1,0,0,13,0.22886997,0.0
1820,86,1500,0,1,0,0,14,4.287053,4.0
1821,86,1500,0,1,0,0,15,0.27491626,0.0
1822,86,1500,0,1,0,0,16,-3.6212177,-4.0
1823,86,1500,0,1,0,0,17,4.44793,4.0
1824,86,1500,0,1,0,0,18,4.818913,5.0
1825,86,1500,0,1,0,0,19,4.722689,5.0
1826,86,1500,0,1,0,0,20,2.6585355,3.0
1827,87,1500,0,1,0,0,0,1.5529904,1.0
1828,87,1500,0,1,0,0,1,0.5301308,0.0
1829,87,1500,0,1,0,0,2,-0.31909692,-1.0
1830,87,1500,0,1,0,0,3,0.45129767,0.0
1831,87,1500,0,1,0,0,4,1.4477243,1.0
1832,87,1500,0,1,0,0,5,-0.49621713,-1.0
1833,87,1500,0,1,0,0,6,0.48096368,1.0
1834,87,1500,0,1,0,0,7,-0.46662053,0.0
1835,87,1500,0,1,0,0,8,-1.5959816,-1.0
1836,87,1500,0,1,0,0,9,-0.49273202,0.0
1837,87,1500,0,1,0,0,10,0.5403424,1.0
1838,87,1500,0,1,0,0,11,-1.4628785,-1.0
1839,87,1500,0,1,0,0,12,-3.8247721,-4.0
1840,87,1500,0,1,0,0,13,0.29462165,0.0
1841,87,1500,0,1,0,0,14,4.2915196,4.0
1842,87,1500,0,1,0,0,15,0.2965245,0.0
1843,87,1500,0,1,0,0,16,-3.6437616,-4.0
1844,87,1500,0,1,0,0,17,4.3976,4.0
1845,87,1500,0,1,0,0,18,4.8259234,5.0
1846,87,1500,0,1,0,0,19,4.744669,5.0
1847,87,1500,0,1,0,0,20,2.7184005,3.0
1848,88,1500,0,1,0,0,0,1.6425172,1.0
1849,88,1500,0,1,0,0,1,0.5580353,0.0
1850,88,1500,0,1,0,0,2,-0.41649526,-1.0
1851,88,1500,0,1,0,0,3,0.5019926,0.0
1852,88,1500,0,1,0,0,4,1.5092523,1.0
1853,88,1500,0,1,0,0,5,-0.45425403,-1.0
1854,88,1500,0,1,0,0,6,0.7564788,1.0
1855,88,1500,0,1,0,0,7,-0.22089736,0.0
1856,88,1500,0,1,0,0,8,-1.2218843,-1.0
1857,88,1500,0,1,0,0,9,-0.26139718,0.0
1858,88,1500,0,1,0,0,10,0.64167124,1.0
1859,88,1500,0,1,0,0,11,-1.3474917,-1.0
1860,88,1500,0,1,0,0,12,-3.0540876,-4.0
1861,88,1500,0,1,0,0,13,0.7554131,0.0
1862,88,1500,0,1,0,0,14,4.839259,4.0
1863,88,1500,0,1,0,0,15,0.7479786,0.0
1864,88,1500,0,1,0,0,16,-3.510908,-4.0
1865,88,1500,0,1,0,0,17,4.6398354,4.0
1866,88,1500,0,1,0,0,18,4.167264,5.0
1867,88,1500,0,1,0,0,19,4.380459,5.0
1868,88,1500,0,1,0,0,20,2.2719975,3.0
1869,89,1500,0,1,0,0,0,0.6539272,1.0
1870,89,1500,0,1,0,0,1,-0.3655715,0.0
1871,89,1500,0,1,0,0,2,-1.3380002,-1.0
1872,89,1500,0,1,0,0,3,-0.10385498,0.0
1873,89,1500,0,1,0,0,4,0.9370509,1.0
1874,89,1500,0,1,0,0,5,-1.0853347,-1.0
1875,89,1500,0,1,0,0,6,1.430351,1.0
1876,89,1500,0,1,0,0,7,0.46437567,0.0
1877,89,1500,0,1,0,0,8,-0.60567236,-1.0
1878,89,1500,0,1,0,0,9,0.14730874,0.0
1879,89,1500,0,1,0,0,10,1.0929087,1.0
1880,89,1500,0,1,0,0,11,-0.9116307,-1.0
1881,89,1500,0,1,0,0,12,-3.5019324,-4.0
1882,89,1500,0,1,0,0,13,0.55233616,0.0
1883,89,1500,0,1,0,0,14,4.453224,4.0
1884,89,1500,0,1,0,0,15,0.24557449,0.0
1885,89,1500,0,1,0,0,16,-3.7260866,-4.0
1886,89,1500,0,1,0,0,17,4.1968703,4.0
1887,89,1500,0,1,0,0,18,4.6597447,5.0
1888,89,1500,0,1,0,0,19,4.6275344,5.0
1889,89,1500,0,1,0,0,20,2.7129328,3.0
1890,90,1500,0,1,0,0,0,0.8625168,1.0
1891,90,1500,0,1,0,0,1,-0.12670232,0.0
1892,90,1500,0,1,0,0,2,-1.1027404,-1.0
1893,90,1500,0,1,0,0,3,0.15905292,0.0
1894,90,1500,0,1,0,0,4,1.2062311,1.0
1895,90,1500,0,1,0,0,5,-0.8041782,-1.0
1896,90,1500,0,1,0,0,6,1.4705875,1.0
1897,90,1500,0,1,0,0,7,0.44737336,0.0
1898,90,1500,0,1,0,0,8,-0.5560955,-1.0
1899,90,1500,0,1,0,0,9,0.2898184,0.0
1900,90,1500,0,1,0,0,10,1.2627276,1.0
1901,90,1500,0,1,0,0,11,-0.7283734,-1.0
1902,90,1500,0,1,0,0,12,-3.07603,-4.0
1903,90,1500,0,1,0,0,13,0.9383198,0.0
1904,90,1500,0,1,0,0,14,4.9115644,4.0
1905,90,1500,0,1,0,0,15,0.9576124,0.0
1906,90,1500,0,1,0,0,16,-2.9754717,-4.0
1907,90,1500,0,1,0,0,17,4.9872904,4.0
1908,90,1500,0,1,0,0,18,4.069584,5.0
1909,90,1500,0,1,0,0,19,4.0309157,5.0
1910,90,1500,0,1,0,0,20,2.0537958,3.0
1911,91,1500,0,1,0,0,0,0.20762971,1.0
1912,91,1500,0,1,0,0,1,-0.8730286,0.0
1913,91,1500,0,1,0,0,2,-1.8516192,-1.0
1914,91,1500,0,1,0,0,3,-0.70813394,0.0
1915,91,1500,0,1,0,0,4,0.4004699,1.0
1916,91,1500,0,1,0,0,5,-1.7047971,-1.0
1917,91,1500,0,1,0,0,6,1.9057629,1.0
1918,91,1500,0,1,0,0,7,1.0636646,0.0
1919,91,1500,0,1,0,0,8,-0.03463796,-1.0
1920,91,1500,0,1,0,0,9,0.85980016,0.0
1921,91,1500,0,1,0,0,10,1.7540772,1.0
1922,91,1500,0,1,0,0,11,-0.1814718,-1.0
1923,91,1500,0,1,0,0,12,-3.6179686,-4.0
1924,91,1500,0,1,0,0,13,0.48190254,0.0
1925,91,1500,0,1,0,0,14,4.325733,4.0
1926,91,1500,0,1,0,0,15,0.4115302,0.0
1927,91,1500,0,1,0,0,16,-3.6138186,-4.0
1928,91,1500,0,1,0,0,17,4.290109,4.0
1929,91,1500,0,1,0,0,18,4.569432,5.0
1930,91,1500,0,1,0,0,19,4.5065045,5.0
1931,91,1500,0,1,0,0,20,2.6449218,3.0
1932,92,1500,0,1,0,0,0,1.3422135,1.0
1933,92,1500,0,1,0,0,1,0.368853,0.0
1934,92,1500,0,1,0,0,2,-0.6667883,-1.0
1935,92,1500,0,1,0,0,3,-0.07952709,0.0
1936,92,1500,0,1,0,0,4,0.893832,1.0
1937,92,1500,0,1,0,0,5,-1.1023645,-1.0
1938,92,1500,0,1,0,0,6,1.0442656,1.0
1939,92,1500,0,1,0,0,7,0.0018780082,0.0
1940,92,1500,0,1,0,0,8,-0.96067613,-1.0
1941,92,1500,0,1,0,0,9,0.6348544,0.0
1942,92,1500,0,1,0,0,10,1.6758235,1.0
1943,92,1500,0,1,0,0,11,-0.32704106,-1.0
1944,92,1500,0,1,0,0,12,-3.1433792,-4.0
1945,92,1500,0,1,0,0,13,0.76974964,0.0
1946,92,1500,0,1,0,0,14,4.769831,4.0
1947,92,1500,0,1,0,0,15,1.3109204,0.0
1948,92,1500,0,1,0,0,16,-2.7259014,-4.0
1949,92,1500,0,1,0,0,17,5.2571874,4.0
1950,92,1500,0,1,0,0,18,3.8427205,5.0
1951,92,1500,0,1,0,0,19,3.885247,5.0
1952,92,1500,0,1,0,0,20,1.8894854,3.0
1953,93,1500,0,1,0,0,0,0.59587204,1.0
1954,93,1500,0,1,0,0,1,-0.40155828,0.0
1955,93,1500,0,1,0,0,2,-1.443565,-1.0
1956,93,1500,0,1,0,0,3,-0.018034073,0.0
1957,93,1500,0,1,0,0,4,1.0242248,1.0
1958,93,1500,0,1,0,0,5,-0.99584234,-1.0
1959,93,1500,0,1,0,0,6,1.6733491,1.0
1960,93,1500,0,1,0,0,7,0.589963,0.0
1961,93,1500,0,1,0,0,8,-0.3255899,-1.0
1962,93,1500,0,1,0,0,9,0.19281083,0.0
1963,93,1500,0,1,0,0,10,1.0800185,1.0
1964,93,1500,0,1,0,0,11,-0.90176755,-1.0
1965,93,1500,0,1,0,0,12,-3.4104023,-4.0
1966,93,1500,0,1,0,0,13,0.5247943,0.0
1967,93,1500,0,1,0,0,14,4.548293,4.0
1968,93,1500,0,1,0,0,15,0.33735448,0.0
1969,93,1500,0,1,0,0,16,-3.7355323,-4.0
1970,93,1500,0,1,0,0,17,4.2267056,4.0
1971,93,1500,0,1,0,0,18,4.5272193,5.0
1972,93,1500,0,1,0,0,19,4.625615,5.0
1973,93,1500,0,1,0,0,20,2.6187713,3.0
1974,94,1500,0,1,0,0,0,1.208634,1.0
1975,94,1500,0,1,0,0,1,0.20066983,0.0
1976,94,1500,0,1,0,0,2,-0.7932516,-1.0
1977,94,1500,0,1,0,0,3,0.13212904,0.0
1978,94,1500,0,1,0,0,4,1.2108405,1.0
1979,94,1500,0,1,0,0,5,-0.8595711,-1.0
1980,94,1500,0,1,0,0,6,0.85745955,1.0
1981,94,1500,0,1,0,0,7,-0.08941574,0.0
1982,94,1500,0,1,0,0,8,-1.175797,-1.0
1983,94,1500,0,1,0,0,9,-0.172872,0.0
